"journal","issn","quartile","impact_factor","category","jcr_year"
"SCRIPTA MATERIALIA","1359-6462","Q1","5.9","Multiple","2025"
"SCRIPTA MATERIALIA","1872-8456","Q1","5.9","Multiple","2025"
"Journal of Diabetes","1753-0393","Q1","5.9","ENDOCRINOLOGY & METABOLISM","2025"
"Journal of Diabetes","1753-0407","Q1","5.9","ENDOCRINOLOGY & METABOLISM","2025"
"Regional Sustainability","2097-0129","Q1","5.9","Multiple","2025"
"Regional Sustainability","2666-660X","Q1","5.9","Multiple","2025"
"MATRIX BIOLOGY","0945-053X","Q1","5.9","Multiple","2025"
"MATRIX BIOLOGY","1569-1802","Q1","5.9","Multiple","2025"
"Frontiers in Genome Editing","N/A","Q1","5.9","Multiple","2025"
"Frontiers in Genome Editing","2673-3439","Q1","5.9","Multiple","2025"
"Immune Network","1598-2629","Q1","5.9","IMMUNOLOGY","2025"
"Immune Network","2092-6685","Q1","5.9","IMMUNOLOGY","2025"
"Sensors & Diagnostics","N/A","Q1","5.9","CHEMISTRY, ANALYTICAL","2025"
"Sensors & Diagnostics","2635-0998","Q1","5.9","CHEMISTRY, ANALYTICAL","2025"
"JOURNAL OF PHYSICS AND CHEMISTRY OF SOLIDS","0022-3697","Q2","5.9","Multiple","2025"
"JOURNAL OF PHYSICS AND CHEMISTRY OF SOLIDS","1879-2553","Q2","5.9","Multiple","2025"
"ChemSusChem","1864-5631","Q2","5.9","Multiple","2025"
"ChemSusChem","1864-564X","Q2","5.9","Multiple","2025"
"One Health Outlook","2524-4655","Q1","5.9","Multiple","2025"
"Advanced Electronic Materials","2199-160X","Q1","5.9","Multiple","2025"
"International Journal of Greenhouse Gas Control","1750-5836","Q2","5.9","Multiple","2025"
"International Journal of Greenhouse Gas Control","1878-0148","Q2","5.9","Multiple","2025"
"Journal of Functional Biomaterials","N/A","Q1","5.9","Multiple","2025"
"Journal of Functional Biomaterials","2079-4983","Q1","5.9","Multiple","2025"
"Cancer Pathogenesis and Therapy","2097-2563","Q1","5.9","ONCOLOGY","2025"
"Cancer Pathogenesis and Therapy","2949-7132","Q1","5.9","ONCOLOGY","2025"
"Journal of Sustainable Finance & Investment","2043-0795","Q1","5.9","Multiple","2025"
"Journal of Sustainable Finance & Investment","2043-0809","Q1","5.9","Multiple","2025"
"Cleaner Energy Systems","N/A","Q2","5.9","Multiple","2025"
"Cleaner Energy Systems","2772-7831","Q2","5.9","Multiple","2025"
"Intelligent Service Robotics","1861-2776","Q2","5.9","ROBOTICS","2025"
"Intelligent Service Robotics","1861-2784","Q2","5.9","ROBOTICS","2025"
"Clean Technologies","N/A","Q1","5.9","Multiple","2025"
"Clean Technologies","2571-8797","Q1","5.9","Multiple","2025"
"Medical Sciences","N/A","Q1","5.9","MEDICINE, GENERAL & INTERNAL","2025"
"Medical Sciences","2076-3271","Q1","5.9","MEDICINE, GENERAL & INTERNAL","2025"
"Annals of the International Communication Association","2380-8985","Q1","5.8","COMMUNICATION","2025"
"Annals of the International Communication Association","2380-8977","Q1","5.8","COMMUNICATION","2025"
"Social Media + Society","2056-3051","Q1","5.8","COMMUNICATION","2025"
"JOURNAL OF DENTISTRY","0300-5712","Q1","5.8","DENTISTRY, ORAL SURGERY & MEDICINE","2025"
"JOURNAL OF DENTISTRY","1879-176X","Q1","5.8","DENTISTRY, ORAL SURGERY & MEDICINE","2025"
"Journal of Ocean Engineering and Science","2468-0133","Q1","5.8","Multiple","2025"
"Communication Methods and Measures","1931-2458","Q1","5.8","COMMUNICATION","2025"
"Communication Methods and Measures","1931-2466","Q1","5.8","COMMUNICATION","2025"
"PAIN","0304-3959","Q1","5.8","Multiple","2025"
"PAIN","1872-6623","Q1","5.8","Multiple","2025"
"Communications Biology","N/A","Q1","5.8","BIOLOGY","2025"
"Communications Biology","2399-3642","Q1","5.8","BIOLOGY","2025"
"BMJ Global Health","2059-7908","Q1","5.8","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","2025"
"Environmental DNA","2637-4943","Q1","5.8","ECOLOGY","2025"
"JOURNAL OF CLINICAL EPIDEMIOLOGY","0895-4356","Q1","5.8","Multiple","2025"
"JOURNAL OF CLINICAL EPIDEMIOLOGY","1878-5921","Q1","5.8","Multiple","2025"
"Rice","1939-8425","Q1","5.8","AGRONOMY","2025"
"Rice","1939-8433","Q1","5.8","AGRONOMY","2025"
"Engineering Science and Technology-An International Journal-JESTECH","2215-0986","Q1","5.8","ENGINEERING, MULTIDISCIPLINARY","2025"
"RADIOTHERAPY AND ONCOLOGY","0167-8140","Q1","5.8","Multiple","2025"
"RADIOTHERAPY AND ONCOLOGY","1879-0887","Q1","5.8","Multiple","2025"
"JOURNAL OF SOUND AND VIBRATION","0022-460X","Q1","5.8","Multiple","2025"
"JOURNAL OF SOUND AND VIBRATION","1095-8568","Q1","5.8","Multiple","2025"
"People and Nature","N/A","Q1","5.8","Multiple","2025"
"People and Nature","2575-8314","Q1","5.8","Multiple","2025"
"CEPHALALGIA","0333-1024","Q1","5.8","Multiple","2025"
"CEPHALALGIA","1468-2982","Q1","5.8","Multiple","2025"
"Travel Behaviour and Society","2214-367X","Q1","5.8","TRANSPORTATION","2025"
"Travel Behaviour and Society","2214-3688","Q1","5.8","TRANSPORTATION","2025"
"Chemical and Biological Technologies in Agriculture","N/A","Q1","5.8","AGRICULTURE, MULTIDISCIPLINARY","2025"
"Chemical and Biological Technologies in Agriculture","2196-5641","Q1","5.8","AGRICULTURE, MULTIDISCIPLINARY","2025"
"Asian Journal of Agriculture and Biology","2307-8553","Q1","5.8","AGRICULTURE, MULTIDISCIPLINARY","2025"
"IEEE Internet of Things Magazine","2576-3180","Q1","5.8","Multiple","2025"
"IEEE Internet of Things Magazine","2576-3199","Q1","5.8","Multiple","2025"
"CANCER IMMUNOLOGY IMMUNOTHERAPY","0340-7004","Q1","5.8","Multiple","2025"
"CANCER IMMUNOLOGY IMMUNOTHERAPY","1432-0851","Q1","5.8","Multiple","2025"
"Journal of Chemical Theory and Computation","1549-9618","Q1","5.8","Multiple","2025"
"Journal of Chemical Theory and Computation","1549-9626","Q1","5.8","Multiple","2025"
"CIRCULATION JOURNAL","1346-9843","Q1","5.8","CARDIAC & CARDIOVASCULAR SYSTEMS","2025"
"CIRCULATION JOURNAL","1347-4820","Q1","5.8","CARDIAC & CARDIOVASCULAR SYSTEMS","2025"
"Annals of General Psychiatry","N/A","Q1","5.8","PSYCHIATRY","2025"
"Annals of General Psychiatry","1744-859X","Q1","5.8","PSYCHIATRY","2025"
"ASTRONOMICAL JOURNAL","0004-6256","Q1","5.8","ASTRONOMY & ASTROPHYSICS","2025"
"ASTRONOMICAL JOURNAL","1538-3881","Q1","5.8","ASTRONOMY & ASTROPHYSICS","2025"
"Microbial Cell Factories","N/A","Q1","5.8","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","2025"
"Microbial Cell Factories","1475-2859","Q1","5.8","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","2025"
"JOURNAL OF COMPUTING IN CIVIL ENGINEERING","0887-3801","Q1","5.8","Multiple","2025"
"JOURNAL OF COMPUTING IN CIVIL ENGINEERING","1943-5487","Q1","5.8","Multiple","2025"
"Molecular Diagnosis & Therapy","1177-1062","Q1","5.8","Multiple","2025"
"Molecular Diagnosis & Therapy","1179-2000","Q1","5.8","Multiple","2025"
"DIABETES & METABOLISM","1262-3636","Q1","5.8","ENDOCRINOLOGY & METABOLISM","2025"
"DIABETES & METABOLISM","1878-1780","Q1","5.8","ENDOCRINOLOGY & METABOLISM","2025"
"Frontiers in Microbiology","N/A","Q1","5.8","MICROBIOLOGY","2025"
"Frontiers in Microbiology","1664-302X","Q1","5.8","MICROBIOLOGY","2025"
"Cell Reports Methods","2667-2375","Q1","5.8","Multiple","2025"
"Esophagus","1612-9059","Q1","5.8","GASTROENTEROLOGY & HEPATOLOGY","2025"
"Esophagus","1612-9067","Q1","5.8","GASTROENTEROLOGY & HEPATOLOGY","2025"
"Groundwater for Sustainable Development","2352-801X","Q1","5.8","Multiple","2025"
"Natural Products and Bioprospecting","2192-2195","Q1","5.8","CHEMISTRY, MEDICINAL","2025"
"Natural Products and Bioprospecting","2192-2209","Q1","5.8","CHEMISTRY, MEDICINAL","2025"
"JOURNAL OF FOOD ENGINEERING","0260-8774","Q1","5.8","Multiple","2025"
"JOURNAL OF FOOD ENGINEERING","1873-5770","Q1","5.8","Multiple","2025"
"Nutrients","N/A","Q1","5.8","NUTRITION & DIETETICS","2025"
"Nutrients","2072-6643","Q1","5.8","NUTRITION & DIETETICS","2025"
"MATERIALS RESEARCH BULLETIN","0025-5408","Q2","5.8","MATERIALS SCIENCE, MULTIDISCIPLINARY","2025"
"MATERIALS RESEARCH BULLETIN","1873-4227","Q2","5.8","MATERIALS SCIENCE, MULTIDISCIPLINARY","2025"
"Polymers","N/A","Q1","5.8","POLYMER SCIENCE","2025"
"Polymers","2073-4360","Q1","5.8","POLYMER SCIENCE","2025"
"Cancer Nanotechnology","1868-6958","Q1","5.8","Multiple","2025"
"Cancer Nanotechnology","1868-6966","Q1","5.8","Multiple","2025"
"ELECTROCHIMICA ACTA","0013-4686","Q2","5.8","ELECTROCHEMISTRY","2025"
"ELECTROCHIMICA ACTA","1873-3859","Q2","5.8","ELECTROCHEMISTRY","2025"
"European Transport Research Review","1867-0717","Q1","5.8","Multiple","2025"
"European Transport Research Review","1866-8887","Q1","5.8","Multiple","2025"
"Journal of Inflammation-London","1476-9255","Q1","5.8","IMMUNOLOGY","2025"
"Water Security","2468-3124","Q1","5.8","WATER RESOURCES","2025"
"npj Climate Action","N/A","Q1","5.8","Multiple","2025"
"npj Climate Action","2731-9814","Q1","5.8","Multiple","2025"
"MOLECULAR CANCER RESEARCH","1541-7786","Q1","5.8","Multiple","2025"
"MOLECULAR CANCER RESEARCH","1557-3125","Q1","5.8","Multiple","2025"
"Frontiers in Bioengineering and Biotechnology","2296-4185","Q1","5.8","Multiple","2025"
"HUMAN-COMPUTER INTERACTION","0737-0024","Q1","5.8","Multiple","2025"
"HUMAN-COMPUTER INTERACTION","1532-7051","Q1","5.8","Multiple","2025"
"ACS Applied Nano Materials","N/A","Q2","5.8","Multiple","2025"
"ACS Applied Nano Materials","2574-0970","Q2","5.8","Multiple","2025"
"Results in Chemistry","2211-7156","Q2","5.8","CHEMISTRY, MULTIDISCIPLINARY","2025"
"Carbon Trends","2667-0569","Q2","5.8","MATERIALS SCIENCE, MULTIDISCIPLINARY","2025"
"Materials Advances","N/A","Q2","5.8","MATERIALS SCIENCE, MULTIDISCIPLINARY","2025"
"Materials Advances","2633-5409","Q2","5.8","MATERIALS SCIENCE, MULTIDISCIPLINARY","2025"
"CURRENT TREATMENT OPTIONS IN ONCOLOGY","1527-2729","Q1","5.8","ONCOLOGY","2025"
"CURRENT TREATMENT OPTIONS IN ONCOLOGY","1534-6277","Q1","5.8","ONCOLOGY","2025"
"Discover Materials","N/A","Q2","5.8","MATERIALS SCIENCE, MULTIDISCIPLINARY","2025"
"Discover Materials","2730-7727","Q2","5.8","MATERIALS SCIENCE, MULTIDISCIPLINARY","2025"
"Frontiers in Drug Discovery","N/A","Q1","5.8","PHARMACOLOGY & PHARMACY","2025"
"Frontiers in Drug Discovery","2674-0338","Q1","5.8","PHARMACOLOGY & PHARMACY","2025"
"Frontiers in Nanotechnology","N/A","Q2","5.8","Multiple","2025"
"Frontiers in Nanotechnology","2673-3013","Q2","5.8","Multiple","2025"
"REVIEWS IN INORGANIC CHEMISTRY","0193-4929","Q1","5.8","CHEMISTRY, INORGANIC & NUCLEAR","2025"
"REVIEWS IN INORGANIC CHEMISTRY","2191-0227","Q1","5.8","CHEMISTRY, INORGANIC & NUCLEAR","2025"
"RHINOLOGY","0300-0729","Q1","5.7","OTORHINOLARYNGOLOGY","2025"
"LEARNING AND INSTRUCTION","0959-4752","Q1","5.7","Multiple","2025"
"LEARNING AND INSTRUCTION","1873-3263","Q1","5.7","Multiple","2025"
"JOURNAL OF COMPUTER ASSISTED LEARNING","0266-4909","Q1","5.7","EDUCATION & EDUCATIONAL RESEARCH","2025"
"JOURNAL OF COMPUTER ASSISTED LEARNING","1365-2729","Q1","5.7","EDUCATION & EDUCATIONAL RESEARCH","2025"
"PSYCHOLOGICAL REVIEW","0033-295X","Q1","5.7","Multiple","2025"
"PSYCHOLOGICAL REVIEW","1939-1471","Q1","5.7","Multiple","2025"
"Borsa Istanbul Review","2214-8450","Q1","5.7","Multiple","2025"
"Borsa Istanbul Review","2214-8469","Q1","5.7","Multiple","2025"
"INTERNATIONAL JOURNAL OF EPIDEMIOLOGY","0300-5771","Q1","5.7","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","2025"
"INTERNATIONAL JOURNAL OF EPIDEMIOLOGY","1464-3685","Q1","5.7","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","2025"
"Marine Life Science & Technology","2096-6490","Q1","5.7","MARINE & FRESHWATER BIOLOGY","2025"
"Marine Life Science & Technology","2662-1746","Q1","5.7","MARINE & FRESHWATER BIOLOGY","2025"
"CHAOS SOLITONS & FRACTALS","0960-0779","Q1","5.7","Multiple","2025"
"CHAOS SOLITONS & FRACTALS","1873-2887","Q1","5.7","Multiple","2025"
"INTERNATIONAL JOURNAL OF FORECASTING","0169-2070","Q1","5.7","Multiple","2025"
"INTERNATIONAL JOURNAL OF FORECASTING","1872-8200","Q1","5.7","Multiple","2025"
"AUTISM","1362-3613","Q1","5.7","PSYCHOLOGY, DEVELOPMENTAL","2025"
"AUTISM","1461-7005","Q1","5.7","PSYCHOLOGY, DEVELOPMENTAL","2025"
"REVIEW OF ACCOUNTING STUDIES","1380-6653","Q1","5.7","BUSINESS, FINANCE","2025"
"REVIEW OF ACCOUNTING STUDIES","1573-7136","Q1","5.7","BUSINESS, FINANCE","2025"
"Acta Physiologica","1748-1708","Q1","5.7","PHYSIOLOGY","2025"
"Acta Physiologica","1748-1716","Q1","5.7","PHYSIOLOGY","2025"
"Advances in Wound Care","2162-1918","Q1","5.7","DERMATOLOGY","2025"
"Advances in Wound Care","2162-1934","Q1","5.7","DERMATOLOGY","2025"
"Journal of Rural Studies","0743-0167","Q1","5.7","Multiple","2025"
"Journal of Rural Studies","1873-1392","Q1","5.7","Multiple","2025"
"Methods in Ecology and Evolution","2041-210X","Q1","5.7","ECOLOGY","2025"
"Methods in Ecology and Evolution","2041-2096","Q1","5.7","ECOLOGY","2025"
"JOURNAL OF AFFECTIVE DISORDERS","0165-0327","Q1","5.7","Multiple","2025"
"JOURNAL OF AFFECTIVE DISORDERS","1573-2517","Q1","5.7","Multiple","2025"
"SCHIZOPHRENIA BULLETIN","0586-7614","Q1","5.7","PSYCHIATRY","2025"
"SCHIZOPHRENIA BULLETIN","1745-1701","Q1","5.7","PSYCHIATRY","2025"
"European Journal of Pharmacology","0014-2999","Q1","5.7","PHARMACOLOGY & PHARMACY","2025"
"European Journal of Pharmacology","1879-0712","Q1","5.7","PHARMACOLOGY & PHARMACY","2025"
"Molecular Autism","2040-2392","Q1","5.7","Multiple","2025"
"RESPIRATORY RESEARCH","N/A","Q1","5.7","RESPIRATORY SYSTEM","2025"
"RESPIRATORY RESEARCH","1465-993X","Q1","5.7","RESPIRATORY SYSTEM","2025"
"JOURNAL OF SMALL BUSINESS MANAGEMENT","0047-2778","Q1","5.7","MANAGEMENT","2025"
"JOURNAL OF SMALL BUSINESS MANAGEMENT","1540-627X","Q1","5.7","MANAGEMENT","2025"
"STRUCTURAL HEALTH MONITORING-AN INTERNATIONAL JOURNAL","1475-9217","Q1","5.7","Multiple","2025"
"STRUCTURAL HEALTH MONITORING-AN INTERNATIONAL JOURNAL","1741-3168","Q1","5.7","Multiple","2025"
"Mycology-An International Journal On Fungal Biology","2150-1203","Q1","5.7","MYCOLOGY","2025"
"Mycology-An International Journal On Fungal Biology","2150-1211","Q1","5.7","MYCOLOGY","2025"
"APL Photonics","2378-0967","Q1","5.7","Multiple","2025"
"ORGANIZATION SCIENCE","1047-7039","Q1","5.7","MANAGEMENT","2025"
"ORGANIZATION SCIENCE","N/A","Q1","5.7","MANAGEMENT","2025"
"DM DISEASE-A-MONTH","0011-5029","Q1","5.7","MEDICINE, GENERAL & INTERNAL","2025"
"DM DISEASE-A-MONTH","1557-8194","Q1","5.7","MEDICINE, GENERAL & INTERNAL","2025"
"Journal of Integrative Agriculture","2095-3119","Q1","5.7","AGRICULTURE, MULTIDISCIPLINARY","2025"
"Journal of Integrative Agriculture","2352-3425","Q1","5.7","AGRICULTURE, MULTIDISCIPLINARY","2025"
"IEEE Transactions on Network and Service Management","1932-4537","Q1","5.7","COMPUTER SCIENCE, INFORMATION SYSTEMS","2025"
"Applied Water Science","2190-5487","Q1","5.7","WATER RESOURCES","2025"
"Applied Water Science","2190-5495","Q1","5.7","WATER RESOURCES","2025"
"NONLINEAR DYNAMICS","0924-090X","Q1","5.7","Multiple","2025"
"NONLINEAR DYNAMICS","1573-269X","Q1","5.7","Multiple","2025"
"Reproductive Biology and Endocrinology","N/A","Q1","5.7","Multiple","2025"
"Reproductive Biology and Endocrinology","1477-7827","Q1","5.7","Multiple","2025"
"GEOTECHNIQUE","0016-8505","Q1","5.7","ENGINEERING, GEOLOGICAL","2025"
"GEOTECHNIQUE","1751-7656","Q1","5.7","ENGINEERING, GEOLOGICAL","2025"
"IEEE Journal of Emerging and Selected Topics in Power Electronics","2168-6777","Q1","5.7","ENGINEERING, ELECTRICAL & ELECTRONIC","2025"
"IEEE Journal of Emerging and Selected Topics in Power Electronics","2168-6785","Q1","5.7","ENGINEERING, ELECTRICAL & ELECTRONIC","2025"
"Marine Drugs","N/A","Q1","5.7","Multiple","2025"
"Marine Drugs","1660-3397","Q1","5.7","Multiple","2025"
"Journal of Geographical Sciences","1009-637X","Q1","5.7","GEOGRAPHY, PHYSICAL","2025"
"Journal of Geographical Sciences","1861-9568","Q1","5.7","GEOGRAPHY, PHYSICAL","2025"
"Nutrition & Diabetes","2044-4052","Q1","5.7","Multiple","2025"
"JOURNAL OF GASTROENTEROLOGY","0944-1174","Q1","5.7","GASTROENTEROLOGY & HEPATOLOGY","2025"
"JOURNAL OF GASTROENTEROLOGY","1435-5922","Q1","5.7","GASTROENTEROLOGY & HEPATOLOGY","2025"
"Vehicular Communications","2214-2096","Q1","5.7","Multiple","2025"
"CANCER BIOLOGY & THERAPY","1538-4047","Q1","5.7","ONCOLOGY","2025"
"CANCER BIOLOGY & THERAPY","1555-8576","Q1","5.7","ONCOLOGY","2025"
"INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY","0168-1605","Q1","5.7","Multiple","2025"
"INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY","1879-3460","Q1","5.7","Multiple","2025"
"CANADIAN JOURNAL OF CARDIOLOGY","0828-282X","Q1","5.7","CARDIAC & CARDIOVASCULAR SYSTEMS","2025"
"CANADIAN JOURNAL OF CARDIOLOGY","1916-7075","Q1","5.7","CARDIAC & CARDIOVASCULAR SYSTEMS","2025"
"Journal of Eating Disorders","2050-2974","Q1","5.7","Multiple","2025"
"STRUCTURAL SAFETY","0167-4730","Q1","5.7","ENGINEERING, CIVIL","2025"
"STRUCTURAL SAFETY","1879-3355","Q1","5.7","ENGINEERING, CIVIL","2025"
"ASTROPHYSICAL JOURNAL","0004-637X","Q1","5.7","ASTRONOMY & ASTROPHYSICS","2025"
"ASTROPHYSICAL JOURNAL","1538-4357","Q1","5.7","ASTRONOMY & ASTROPHYSICS","2025"
"ATMOSPHERIC CHEMISTRY AND PHYSICS","1680-7316","Q1","5.7","Multiple","2025"
"ATMOSPHERIC CHEMISTRY AND PHYSICS","1680-7324","Q1","5.7","Multiple","2025"
"Global Heart","2211-8160","Q1","5.7","CARDIAC & CARDIOVASCULAR SYSTEMS","2025"
"Global Heart","2211-8179","Q1","5.7","CARDIAC & CARDIOVASCULAR SYSTEMS","2025"
"Clinical Epigenetics","1868-7075","Q1","5.7","Multiple","2025"
"Clinical Epigenetics","1868-7083","Q1","5.7","Multiple","2025"
"MACROMOLECULES","0024-9297","Q1","5.7","POLYMER SCIENCE","2025"
"MACROMOLECULES","1520-5835","Q1","5.7","POLYMER SCIENCE","2025"
"Business Strategy and Development","N/A","Q1","5.7","Multiple","2025"
"Business Strategy and Development","2572-3170","Q1","5.7","Multiple","2025"
"CELL BIOLOGY AND TOXICOLOGY","0742-2091","Q1","5.7","Multiple","2025"
"CELL BIOLOGY AND TOXICOLOGY","1573-6822","Q1","5.7","Multiple","2025"
"Biomedical Signal Processing and Control","1746-8094","Q2","5.7","ENGINEERING, BIOMEDICAL","2025"
"Biomedical Signal Processing and Control","1746-8108","Q2","5.7","ENGINEERING, BIOMEDICAL","2025"
"Pharmaceuticals","N/A","Q1","5.7","Multiple","2025"
"Pharmaceuticals","1424-8247","Q1","5.7","Multiple","2025"
"MANAGEMENT SCIENCE","0025-1909","Q1","5.7","Multiple","2025"
"MANAGEMENT SCIENCE","1526-5501","Q1","5.7","Multiple","2025"
"WATER RESOURCES MANAGEMENT","0920-4741","Q1","5.7","Multiple","2025"
"WATER RESOURCES MANAGEMENT","1573-1650","Q1","5.7","Multiple","2025"
"Systematic Reviews","N/A","Q1","5.7","MEDICINE, GENERAL & INTERNAL","2025"
"Systematic Reviews","2046-4053","Q1","5.7","MEDICINE, GENERAL & INTERNAL","2025"
"Geomechanics and Geophysics for Geo-Energy and Geo-Resources","2363-8419","Q1","5.7","Multiple","2025"
"Geomechanics and Geophysics for Geo-Energy and Geo-Resources","2363-8427","Q1","5.7","Multiple","2025"
"Nutrition Journal","N/A","Q1","5.7","NUTRITION & DIETETICS","2025"
"Nutrition Journal","1475-2891","Q1","5.7","NUTRITION & DIETETICS","2025"
"Frontiers in Endocrinology","1664-2392","Q1","5.7","ENDOCRINOLOGY & METABOLISM","2025"
"Sustainable Energy Grids & Networks","2352-4677","Q1","5.7","Multiple","2025"
"High Voltage","2397-7264","Q1","5.7","ENGINEERING, ELECTRICAL & ELECTRONIC","2025"
"Journal of Services Marketing","0887-6045","Q1","5.7","BUSINESS","2025"
"INTERNATIONAL JOURNAL OF ELECTRONIC COMMERCE","1086-4415","Q1","5.7","Multiple","2025"
"INTERNATIONAL JOURNAL OF ELECTRONIC COMMERCE","1557-9301","Q1","5.7","Multiple","2025"
"Journal of Zhejiang University-SCIENCE B","1673-1581","Q1","5.7","Multiple","2025"
"Journal of Zhejiang University-SCIENCE B","1862-1783","Q1","5.7","Multiple","2025"
"MITOCHONDRION","1567-7249","Q1","5.7","Multiple","2025"
"MITOCHONDRION","1872-8278","Q1","5.7","Multiple","2025"
"CHINESE JOURNAL OF CHEMISTRY","1001-604X","Q2","5.7","CHEMISTRY, MULTIDISCIPLINARY","2025"
"CHINESE JOURNAL OF CHEMISTRY","1614-7065","Q2","5.7","CHEMISTRY, MULTIDISCIPLINARY","2025"
"Smart and Sustainable Built Environment","2046-6099","Q1","5.7","Multiple","2025"
"Smart and Sustainable Built Environment","2046-6102","Q1","5.7","Multiple","2025"
"JOURNAL OF ENDOCRINOLOGY","0022-0795","Q1","5.7","ENDOCRINOLOGY & METABOLISM","2025"
"JOURNAL OF ENDOCRINOLOGY","1479-6805","Q1","5.7","ENDOCRINOLOGY & METABOLISM","2025"
"MRS BULLETIN","0883-7694","Q1","5.7","Multiple","2025"
"MRS BULLETIN","1938-1425","Q1","5.7","Multiple","2025"
"FlatChem","2452-2627","Q2","5.7","Multiple","2025"
"JOURNAL OF INDUSTRIAL ECOLOGY","1088-1980","Q1","5.7","Multiple","2025"
"JOURNAL OF INDUSTRIAL ECOLOGY","1530-9290","Q1","5.7","Multiple","2025"
"Journal of Physics-Energy","2515-7655","Q2","5.7","Multiple","2025"
"Energy and Climate Change","N/A","Q2","5.7","ENERGY & FUELS","2025"
